CATID,z_spec,Mstar,M_r,r_e,SIGMA_RE,SIGMA_RE_ERR,LAMBDAR_RE_MGE,LAMBDAR_RE_MGE_ERR,TYPE,WARNSKER,WARNZ,ISBEST,epsMGE_Re
543553,0.054779999,10.3500003815,-20.5200004578,3.4900000095,99.3006210327,1.6275744438,0.2618561089,0.0140057383,0.5,0,0,1,0.2527663708
548835,0.0788500011,10.8100004196,-21.6299991608,3.4100000858,199.4700164795,1.9503275156,0.043815922,0.0088870265,0.5,0,0,1,0.0708210766
549070,0.052170001,10.0699996948,-19.8299999237,0.9900000095,128.6237487793,2.2987661362,,,0.5,0,0,1,0.0058484124
549296,0.052170001,10.9499998093,-21.8999996185,5.0,183.1146697998,1.3320322037,0.067800276,0.0053750779,0.0,0,0,1,0.054744225
551505,0.0562699996,11.3400001526,-22.7299995422,7.5100002289,279.4266357422,2.2859477997,0.3065285087,0.0045788195,0.5,0,0,1,0.3317097127
551619,0.0562699996,10.1899995804,-20.0900001526,1.1499999762,135.5598144531,2.1185891628,,,0.0,0,0,1,0.0839577168
559250,0.0921700001,10.9600000381,-21.9799995422,4.3899998665,151.4589996338,3.9630322456,0.1793452352,0.0160687976,0.5,0,0,1,0.0554436333
559490,0.0474399999,10.2899999619,-20.4799995422,2.7000000477,87.7710647583,1.355384469,0.0934495851,0.0124149229,0.0,0,0,1,0.0601795055
560982,0.0505300015,10.3100004196,-20.5,1.4500000477,176.5602111816,1.7383131981,,,0.5,0,0,1,0.153344661
570203,0.0426100008,10.779999733,-21.5599994659,5.3200001717,209.6997833252,1.6880084276,0.0991390944,0.0056636739,0.5,0,0,1,0.1041929871
574423,0.0535999984,10.7399997711,-21.4099998474,4.3800001144,174.9735107422,1.4481098652,0.1618922353,0.0064518042,0.5,0,0,1,0.1790156811
575339,0.0575900003,10.4099998474,-20.7399997711,1.6599999666,85.8895950317,1.4190829992,,,0.0,0,0,1,0.0529357158
583723,0.0932400003,11.1999998093,-22.5900001526,7.0999999046,234.5438842773,4.7173318863,0.0708669871,0.0104385633,0.0,0,0,1,0.0647408441
585196,0.0923200026,10.5500001907,-21.0200004578,1.9800000191,139.7058258057,2.4827122688,,,0.5,0,0,1,0.1521242857
585215,0.0927800015,11.029999733,-22.1000003815,3.0999999046,214.4275665283,2.1315670013,0.0619354956,0.0085695647,0.0,0,0,1,0.0527944192
594946,0.0439000018,9.8800001144,-19.3400001526,2.5299999714,71.9592895508,2.8807661533,0.3330791593,0.03193013,0.5,0,0,1,0.2216117382
599834,0.052099999,11.2100000381,-22.6299991608,5.9600000381,223.4321899414,1.4407627583,0.0721065998,0.0050820652,0.0,0,0,1,0.1077164784
599838,0.0409100018,11.1499996185,-22.4500007629,5.6300001144,200.9032440186,0.7599849701,0.0451697111,0.0033432809,0.0,0,0,1,0.1140724942
600743,0.0696500018,10.9600000381,-21.9799995422,3.2000000477,204.8700714111,1.603884697,0.1051105857,0.0059326612,0.5,0,0,1,0.2138151675
600882,0.0541899987,10.279999733,-20.3899993896,1.3999999762,124.8530731201,1.6039514542,,,0.5,0,0,1,0.1155969948
600973,0.0540300012,10.3800001144,-20.8299999237,2.0999999046,138.9214172363,1.4082698822,0.0936193317,0.0094420118,0.5,0,0,1,0.2117625326
601283,0.0563100018,10.1700000763,-20.2199993134,5.4200000763,146.0278625488,4.1600832939,0.089980714,0.0215196628,0.0,0,0,1,0.0975263566
618151,0.0503300019,10.5200004578,-20.9300003052,2.2599999905,148.3534393311,1.2675493956,0.1433467567,0.0078255665,0.0,0,0,1,0.0686385855
618912,0.055780001,10.3400001526,-20.4300003052,2.4900000095,123.1965179443,1.5579314232,0.1752296835,0.0129295327,0.5,0,0,1,0.101473175
618929,0.0557599999,11.3299999237,-22.8099994659,4.3499999046,303.8958435059,1.9043943882,0.1230653524,0.0035397357,0.0,0,0,1,0.0314656384
618931,0.0537599996,10.1800003052,-20.0599994659,1.3500000238,99.3835678101,2.6987259388,0.1589864194,0.0204706322,0.0,0,0,1,0.1235542297
618942,0.055780001,10.5600004196,-21.0400009155,3.5799999237,118.5054626465,1.4759191275,0.2323153019,0.0097214589,0.0,0,0,1,0.0302140303
618947,0.0559200011,10.5900001526,-21.0400009155,2.2899999619,154.5574798584,1.45969069,0.1630513966,0.009242042,0.5,0,0,1,0.0385248736
619258,0.0571100004,10.0699996948,-19.8999996185,1.6100000143,154.2944488525,2.1495027542,,,0.0,0,0,1,0.1170713678
622350,0.0873299986,11.1000003815,-22.2900009155,4.8899998665,204.2010955811,2.767676115,0.0762694478,0.0108435871,0.0,0,0,1,0.053513661
623017,0.0699599981,10.8500003815,-21.7099990845,4.6500000954,164.3748626709,2.5956158638,0.2858490944,0.0101096937,0.5,0,0,1,0.0348348357
663440,0.0230700001,9.9499998093,-19.7900009155,2.3599998951,78.8839645386,0.9526663423,0.0614479743,0.008364887,0.5,0,0,1,0.1182412058
